REG_KEY|CONTACT_ID|FIRM_NAME|OWNER_OPERATOR_NUMBER
52721|1903275|NORTH AMERICA MATTRESS CORP.|9027758
52724|4055020|pfs med, inc|9027763
52726|2174326|HWA MAO OPTICAL (Xiamen) CO., LTD.|9027781
52730|2260651|SHIMADZU MEDICAL SYSTEMS|9027811
52734|984994|WESTONE LABORATORIES, INC.|9027818
52746|985013|VICAIR B.V.|9027892
52749|2075783|J.P. GILBERT CO.|9027898
52758|2511786|The Safety Zone, LLC|9027915
52765|1121204|METASYSTEMS GROUP, INC.|9027953
52774|1399243|KDL MEDICAL, INC. dba CHASE MEDICAL|9028011
52796|1099778|Medical Depot Inc dba Drive DeVilbiss Healthcare|9028104
52797|1084827|INTL. MEDSURG CONNECTION, INC.|9028111
52798|2573714|ACIST MEDICAL SYSTEMS, INC.|9028115
52816|985111|APICAL INSTRUMENTS|9028198
52819|2401299|TNT ENTERPRISES, INC.|9028207
52821|4015095|ANGIODYNAMICS, INC|9028212
52823|3267042|SRW Industries|9028288
52833|2905510|RICHMOND DIAGNOSTICS, INC.|9028307
52837|1953515|OSTEOGENICS BIOMEDICAL, INC.|9028315
52848|2073219|Prima Dental Group|9028341
52850|1929810|HAMMILL MFG. CO.|9028344
52851|2647390|HYDROFERA, LLC.|9028346
52859|985168|DREVE OTOPLASTIK GMBH|9028387
52863|1111541|PEAK ENTERPRISES, INC.|9028403
52865|4815053|MADISON POLYMERIC ENGINEERING|9028406
52881|2623266|GRASON & ASSOCIATES, LLC|9028456
52883|1099214|HTL-STREFA S.A.|9028458
52885|985201|SKY MEDICAL, INC.|9028466
52887|2584813|Sonova AG|9028479
52895|985217|GESTENCO INTERNATIONAL AB|9028524
52906|2926556|CardiacAssist, Inc. dba TandemLife|9028561
52916|2928323|AIRGAS USA, LLC|9028595
52926|2125408|BENCO DENTAL CO.|9028624
52934|985269|PainDx, Inc.|9028667
52941|2935049|Corporate Headquarters, Carolina Liquid Chemistries, Corp.|9028676
52984|2123844|ZYNEX MEDICAL, INC.|9028838
52989|1129429|MICRON EYEWEAR MANUFACTORY CO., LTD.|9028851
53016|1114261|LA LABS|9028927
53017|985394|NDH MEDICAL, INC.|9028930
53036|985422|MACO, INTL.|9029009
53099|1070329|DIAPHARMA GROUP, INC.|9029278
53128|2927666|CMS DENTAL A/S|9029381
53132|985559|UNIVERSAL PLASTICS & ENGINEERING CO.|9029400
53135|3266273|Osypka Medical GmbH|9029408
53138|985565|LABORATOIRES URGO|9029420
53150|1108615|RONVIG DENTAL MFG.  A/S|9029460
53156|2895312|NORSELD PTY. LTD.|9029470
53165|985603|RADIOLOGY INFORMATION SYSTEMS, INC.|9029503
53186|985626|SYBRON DENTAL SPECIALTIES, INC.|9029565
53187|985626|SYBRON DENTAL SPECIALTIES, INC.|9029565
53205|2623459|THE BREMER GROUP CO.|9029625
53209|1601494|GENESIS MEDICAL PRODUCTS, INC.|9029637
53232|1085989|INNOVATIVE MEDICAL TECHNOLOGIES, INC.|9029704
53233|985687|DIGICARE BIOMEDICAL TECHNOLOGY, INC.|9029705
53238|2074992|Compumedics USA Inc.|9029712
53251|3185257|Caliber ID|9029726
53257|985714|REGENT BABY PRODUCTS CORP.|9029740
53262|1091937|MARINE POLYMER TECHNOLOGIES, INC.|9029754
53265|2866765|SURGICARE SUPPLIES INC.|9029761
53311|4674979|PENLON LTD.|9029886
53317|2532084|Change Healthcare Israel Ltd|9029900
53362|2035059|SURGICAL TOOLS, INC./SURGICALTOOLS.COM|9030054
53371|2646028|OCENCO, INC.|9030076
53381|2663504|Svar Life Science AB|9030111
53386|1620429|MEDCORP INTL.|9030117
53456|1114573|BOYD INDUSTRIES, INC.|9030301
53466|2877467|ADS SALES CO. D/B/A ROOMSERVICE AMENITIES|9030319
53475|986004|SHAMROCK MARKETING CO., INC.|9030400
53477|1319191|MEDENTAL INTL.|9030403
53482|986017|AMERICAN HEALTH SERVICE SALES CORP.|9030415
53489|1603135|TDV DENTAL LTDA|9030432
53496|1088819|LIVEDO CORPORATION|9030441
53497|2201249|PR TRADING CO., INC.|9030442
53507|1070760|IMMUNO-BIOLOGICAL LABORATORIES, INC.|9030463
53509|2056049|SYMTEX HEALTHCARE CORP.|9030467
53533|1941767|RAINBOW SCIENTIFIC, INC.|9030515
53566|986123|NEW YORK OPTICAL INTL., INC.|9030605
53569|2928732|New N. I. MEDICAL, 2011 LTD.|9030610
53574|3005170|UNITED EXCHANGE CORP.|9030619
53583|5494970|REGENESIS BIOMEDICAL, INC.|9030652
53621|2646069|S & S SURGICAL PRODUCTS, INC.|9030766
53622|986193|VEPRO AG|9030770
53631|1610692|TRACK OF SURGICAL|9030794
53663|1947612|National Pediculosis Association|9030916
53715|2877402|BOND 07 SHOWROOM, INC.|9031037
53718|1927042|PLASTIC STERILIZING TRAY CORP.|9031042
53735|2666191|J&T Health and Wellness LLC dba ProSun International|9031097
53739|2623920|BIOACCESS, INC.|9031105
53761|1906629|AURUM GROUP LTD.|9031158
53762|1906629|AURUM GROUP LTD.|9031158
53763|2644264|ONCOLOGY DATA SYSTEMS|9031159
53785|2789820|Digirad Diagnostic Imaging|9031213
53824|2531413|R & D MEDICAL PRODUCTS, INC.|9031339
53826|3955353|SPECIALTY SURGICAL PRODUCTS, INC.|9031344
53832|986493|MEDCO MFG.|9031360
53834|1123816|Lyophilization Services of New England, Inc.|9031362
53837|2928392|ROLKO KOHLGRUBER GMBH|9031368
53851|2582870|AMBROISE|9031391
53862|2646618|Piramal Critical Care|9031413
53864|2928277|VISION CHIPS, INC.|9031428
53867|986541|KIDS IMPORT, INC.|9031446
53873|1934560|GALAXY INSTRUMENT SUPPLIES|9031460
53887|1099853|MICRO DETECT, INC.|9031501
53892|2088118|GERMAINE LABORATORIES, INC.|9031523
53902|986590|SANDERS MEDICAL PRODUCTS, INC.|9031573
53915|986604|VISIONARY CONTACT LENS|9031595
53918|986608|CRYSTALMARK DENTAL SYSTEMS, INC.|9031606
53961|2583265|KEM ENTERPRISES, INC.|9031708
53981|1093123|INRAD|9031756
53987|1918811|HOPF, RINGLEB & CO. GMBH & CIE.|9031768
53993|2647459|FREEDOM CONCEPTS, INC.|9031784
54023|986749|MEDICAL SOLUTIONS, INC.|9031861
54027|1112795|Topic Development Corporation|9031872
54033|2172906|CALERES, INC.|9031883
54044|3194972|Holthaus Medical Gmbh & Co. KG|9031910
54047|986780|TRESSOL S.A.|9031914
54049|2885404|ELMED INSTRUMENTS (PVT). LTD.|9031923
54077|1449477|MEDBLOC, INC.|9031990
54078|1120502|MEDICAL DEVICES (PVT) LTD.|9031998
54081|1982139|SCHEBO BIOTECH AG|9032007
54092|1169183|Luminex Corporation|9032042
54093|1169183|Luminex Corporation|9032042
54099|2928396|MASUNAGA OPTICAL MFG. CO., LTD.|9032051
54109|2945164|Gesco Healthcare Private Limited|9032080
54129|1094966|INBIOS INT'L INC.|9032122
54132|986895|OTTO LEIBINGER GMBH|9032125
54139|2591597|TITRONICS RESEARCH &|9032132
54176|2633616|INSITU TECHNOLOGIES, INC.|9032211
54179|986950|TRICOR SYSTEMS|9032214
54192|1925017|A.M. SURGICAL, INC.|9032254
54197|2653972|THERMOTEX THERAPY SYSTEMS LTD.|9032260
54218|2033860|BIOCOMPOSITES LTD.|9032315
54223|987014|Datrend Systems Inc|9032342
54244|2926454|URAMIX, INC.|9032397
54246|3185262|MUSCULOSKELETAL TRANSPLANT FOUNDATION|9032400
54274|987094|SEBIA, INC.|9032488
54306|2696284|BIODERM, INC.|9032576
54320|2061996|CLINICIAN'S CHOICE DENTAL PRODUCTS, INC.|9032631
54326|1113534|ADVANCED BACK TECHNOLOGIES, INC.|9032648
54365|1602422|MEDICAL CONCEPTS|9032700
54372|2825935|WENZHOU TAIYANG GLASSES CO., LTD.|9032724
54388|1113075|FERTILITY SOLUTIONS,|9032763
54411|1925923|Rapp Optical, Limited|9032817
54420|1109564|GLOBAL MEDICAL FOAM, INC.|9032840
54434|1133618|NIPPON SIGMAX CO., LTD.|9032887
54439|1091215|THE FRESNEL PRISM AND LENS COMPANY|9032895
54468|1947072|LAFONT CO.|9032971
54485|1602272|LOOK OCCHIALI SRL|9032999
54491|2944979|TEMENA SAS|9033016
54505|2044108|D.T. DAVIS ENTERPRISES LTD. T/A HoverTech International|9033042
54510|2014961|MEDISCAN GMBH & CO. KG|9033053
54524|2044693|KUANG YANG ENTERPRISE CORP.|9033105
54528|987453|FIRST CARE PRODUCTS LTD.|9033111
54546|1632191|COMDEK INDUSTRIAL CORP.|9033163
54549|987479|REACH GLOBAL INDUSTRIES, INC.|9033170
54551|987479|REACH GLOBAL INDUSTRIES, INC.|9033170
54564|3395238|COLIGNE AG|9033198
54594|2957832|SPORLASTIC GMBH|9033265
54610|987563|ARCH - Quakertown|9033309
54615|1925361|GrayFab, Inc. dba/ MBS Fabricating|9033318
54628|987589|MERCEDES MEDICAL LLC|9033351
54632|987596|SCITON, INC.|9033367
54634|2063499|TC DENTAL & MEDICAL SUPPLIES, INC|9033372
54645|2917350|SAS SAFETY CORP.|9033406
54646|5045211|TOKAI OPTICAL CO., LTD.|9033408
54650|2884966|AKERS INDUSTRIES, INC.|9033423
54654|1603388|CARGUS International Inc.|9033437
54674|1085515|Minnetronix Medical, Inc.|9033484
54688|3694971|Span Packaging Services LLC dba Multi-Pack Solutions|9033516
54690|2786163|Medline ReNewal|9033518
54700|2928022|CLEARLAB SG PTE LTD.|9033539
54706|2084608|B.L.I./D.B.P|9033552
54708|2653922|ORTHO PLUS SAS|9033554
54720|1112483|SPECIAL PROTECTORS CO., LTD.|9033578
54723|2330623|MEDARTIS AG|9033581
54725|2623518|EFINGER INSTRUMENTS GMBH & Co. KG|9033589
54740|987745|TECRES SPA|9033624
54752|2018727|Handicare Canada Ltd.|9033644
54769|2788747|GARAVENTA (CANADA) LTD.|9033679
54792|2573785|SEMPERMED USA, INC.|9033759
54807|2885376|EYEVAN Inc.|9033790
54813|1971698|Schilling CNC-Technik GmbH|9033807
54814|2885603|EGGER OTOPLASTIK + LABORTECHNIK GMBH|9033810
54841|2714206|Medical Positioning, Inc.|9033862
54844|2877020|HAVPAK, INC.|9033889
54851|5465058|XEMAX SURGICAL PRODUCTS, INC.|9033905
54854|1913243|HIPSAVER  INC.|9033909
54885|2531843|BERTEC CORPORATION|9033991
54912|987985|TRI-TECH MEDICAL, INC.|9034072
54932|2866713|MIR MEDICAL INTL. RESEARCH S.P.A.|9034107
54951|1914440|BRACESOX The Original, Inc.|9034150
54963|988052|SELVAS Healthcare, Inc.|9034171
54980|988071|SUMMIT GLOVE, INC.|9034203
55004|2127414|ALPHA MEDICAL INSTRUMENTS LLC|9034270
55010|3555873|KURARAY AMERICA, INC.|9034284
55015|2654027|O.M. NEOTECH INC.|9034295
55021|988135|CORTEX TECHNOLOGY APS|9034314
55035|988158|GRIFF INDUSTRIES, INC.|9034354
55059|988200|TRISA AG|9034427
55061|1934901|I-MING SANITARY MATERIALS CO., LTD.|9034430
55065|1070907|EYEWEAR BY ROI, LIMITED|9034446
55073|1960543|MicroVision, Inc.|9034466
55109|1927445|NOVOBRUSH GMBH|9034543
55139|2126010|Folsom Metal Products|9034617
55146|3005176|TPC ADVANCED TECHNOLOGY, INC.|9034634
55151|1948245|THOMASHILFEN|9034645
55158|2693577|UNICARE BIOMEDICAL, INC.|9034652
55164|988336|ANDERSEN SCIENTIFIC, INC.|9034670
55166|2073835|MYRIAD FIBER IMAGING TECHNOLOGIES, INC.|9034673
55170|2055744|FZIOMED, INC.|9034681
55177|2955328|ELECTRO MEDICAL EQUIPMENT CO., INC.|9034703
55198|1085033|ELECTROMED, INC.|9034783
55199|1109020|Carbon Medical Technologies, Inc.|9034784
55224|4765057|INSPECS USA|9034841
55229|988428|TESCO ASSOCIATES, INC.|9034850
55230|988429|RADIUS CORPORATION|9034852
55241|1099868|ALFA SCIENTIFIC DESIGNS, INC.|9034872
55248|1093432|POLYZEN, INC.|9034880
55254|1095002|Lowell Inc.|9034888
55264|1091533|ION BEAM APPLICATIONS S.A.|9034929
55268|2192170|NEW LOOK EYEWEAR CO., LTD.|9034943
55273|2895362|DR. FRANZ KOHLER CHEMIE GMBH|9034968
55279|1960760|Syntec Scientific Corporation|9034982
55315|2045032|ENDOCRAFT LLC.|9035069
55331|1110001|LIGHTTECH LTD.|9035094
55342|3266473|DIXON INVESTMENTS, INC.|9035135
55367|2560935|The LifeStyle Company, Inc.|9035196
55370|1085488|FOAM GENERATION GROUP INC|9035205
55373|988621|Liceguard LLC|9035213
55393|2053761|ALCONOX, INC.|9035263
55395|2532489|BODYPOINT, INC|9035276
55396|1070333|OPTICAL PEOPLE, INC.|9035277
55407|4395168|BRIGHTON COLLECTIBLES, LLC|9035303
55411|1089221|SHOPRIDER MOBILITY PRODUCTS, INC.|9035307
55413|988686|ULTRAVIOLET DEVICES, INC.|9035316
55420|2929702|Majestic Glove|9035325
55424|988697|CHIEN TI ENTERPRISE CO., LTD.|9035328
55425|988697|CHIEN TI ENTERPRISE CO., LTD.|9035328
55426|988697|CHIEN TI ENTERPRISE CO., LTD.|9035328
55428|1670103|Medicoplast International GmbH|9035331
55442|988719|A. TITAN INSTRUMENTS, INC.|9035364
55447|5465144|Ming Fai Enterprise International Co., Ltd.|9035380
55457|988738|PIONEER OPTICS CO.|9035401
55466|1934612|DPE MEDICAL LTD.|9035423
55467|988755|MEDI-TEMP LLC|9035426
55483|988773|HEALTHCRAFT PRODUCTS, INC.|9035467
55484|3246110|BIO-DIAGNOSTICS LTD.|9035474
55515|1085254|IVKO GMBH|9035534
55518|2866779|NEUROTRON MEDICAL dba NEUMED|9035553
55519|2866290|OPTOS PLC|9035556
55521|69845262|The Lucas Group|9035557
55524|2086909|BAUSCH ARTICULATING PAPERS, INC.|9035560
55529|2655299|Align Technology, Inc.|9035576
55530|2655299|Align Technology, Inc.|9035576
55531|2633808|DI ESSE S.R.L.|9035577
55544|988850|ROBERTS OXYGEN CO., INC.|9035626
55548|2592474|The Furniss Corporation Ltd|9035644
55550|1120489|TAN SIN LIAN INDUSTRIES SDN. BHD.|9035650
55558|988868|SUN FESTIVA CO., LTD.|9035668
55559|4464959|POLYCORE OPTICAL (M) SDN BHD|9035669
55563|1084919|ZMI ELECTRONICS, LTD.|9035676
55564|2933565|ADVANCED VASCULAR DYNAMICS|9035686
55592|1934891|GRYPHUS DIAGNOSTICS, L.L.C.|9035768
55618|2866144|Nea International bv|9035836
55626|2956296|S.S. WHITE TECHNOLOGIES, INC. / DBA SHUKLA MEDICAL|9035854
55633|2014368|MITAKA USA, INC.|9035888
55641|3175698|DILON TECHNOLOGIES|9035906
55681|2713917|ST. SHINE OPTICAL CO., LTD.|9036007
55690|2573137|MED-E-CARE, INC.|9036025
55708|1091207|ESTILL MEDICAL TECHNOLOGIES, INC.|9036068
55719|2646801|SURGIKARE|9036087
55725|5045150|SOLCO BIOMEDICAL CO., LTD.|9036105
55727|2500542|Promega Corporation|9036108
55756|989157|HURRICANE MEDICAL|9036203
55765|2050278|LIDCO LTD.|9036223
55767|1951023|EYE FASHION CO. LTD.|9036229
55776|1630233|AME INT'L.|9036247
55803|1936233|KAZAK-MARS, INC.|9036343
55804|1906116|NUVASIVE, INC.|9036345
55811|1831378|Allwin Medical Devices|9036357
55819|1093899|JUNOPACIFIC INC.|9036368
55821|989248|INDUS MEDICARE  PRIVATE LTD.|9036370
55835|2643822|TISPORT, LLC|9036395
55841|989276|MEDITEC CO., LTD.|9036422
55860|989307|LUCAL SAS|9036466
55865|989312|BRIGHTWAY HOLDINGS SDN. BHD.|9036471
55866|2928136|Direct Crown Products, LLC|9036475
55875|1930449|MILLENNIUM BIOMEDICAL, INC.|9036507
55876|989331|VEGA TECHNOLOGIES, INC.|9036509
55885|3955465|Garrison Dental Solutions LLC|9036522
55888|2583608|MERRICK, INC.|9036528
55923|1939724|NORTHEAST RESINS & SILICONES, LLC.|9036611
55963|1630930|MINNESOTA MEDTEC, INC.|9036710
55966|3135063|THREE STAR CO., LTD.|9036715
55979|2513593|LIFELINE SOFTWARE, INC.|9036737
55980|1990751|SHINE WOOD OPTICAL MANUFACTORY LTD.|9036738
55993|1954298|Medix Instruments|9036759
55994|989488|MEDEFIL, INC.|9036760
56013|989512|Fathom Manufacturing, LLC. dba Mark Two Engineering, Inc.|9036812
56014|2926219|Spineology Inc|9036813
56018|2570880|STECO-SYSTEM-TECHNIK GMBH & CO. KG|9036825
56042|2885525|PERISCOPE ENTERPRISES, INC.|9036876
56069|1632748|ZIPPO MFG. CO.|9036944
56088|2929735|CORE LABS, LLC.|9037013
56111|1399296|I-GLASSES LTD.|9037057
56125|1950162|MICRON CORP.|9037104
56126|989662|ANSEN CORPORATION|9037108
56148|2906088|AREA  98 S.R.L.|9037149
56176|989736|PARADIGM BIODEVICES, INC.|9037730
56180|2866072|SOMO LENS, LLC|9037739
56191|1089593|DFS NORTH AMERICA|9037761
56203|989777|OPTOMIC ESPANA, S.A.|9037801
56204|989778|MERCOFRAMES OPTICAL CORP.|9037803
56217|1091737|FHC, Inc.|9037838
56228|1111263|S.H. MEDICAL CORP.|9037873
56253|989847|CABLON MEDICAL B.V.|9037932
56297|2101885|OMNI Life Science, Inc.|9038042
56331|2042286|ALLIANCE INTERNATIONAL CORP. LTD.|9038120
56342|2633557|AQUILA CORP.|9038138
56390|1990907|Dr. Mach GmbH & Co. KG|9038263
56396|990037|Koh-I-Noor Carlo Scavini & C. Srl|9038291
56406|3015061|JUBILANT HOLLISTERSTIER LLC|9038322
56411|3075087|MEDTRADE PRODUCTS LTD.|9038331
56432|2171953|Biocare Corporation|9038388
56453|2866543|Medistim ASA|9038441
56454|2866543|Medistim ASA|9038441
56463|1088221|NAGI K. CORP.|9038461
56470|1930292|HANG FAI OPTICAL INDUSTRIAL CO.|9038469
56471|2512837|FAO FLEX SRL|9038472
56473|1120932|Maestas|9038475
56479|2016221|Bionik, Inc.|9038488
56496|990162|OPTIVUS PROTON THERAPY, INC.|9038517
56499|1941910|JBC AND COMPANY|9038527
56521|3105022|TERATECH CORP.|9038586
56531|990214|MedTorque, Inc.|9038612
56532|1119404|PACIFIC DATA INTL. LTD.|9038621
56550|2075608|Coeur, Inc. (a wholly owned subsidiary of Illinois Tool Work|9038672
56563|2590782|Cutera, Inc.|9038697
56564|1083238|MIDAS SAFETY LANKA (PVT) LTD.|9038698
56574|990278|GSOURCE, LLC.|9038732
56582|2571244|BULLET LINE, INC.|9038744
56585|1114795|PRECISION CAST PLASTIC PARTS, Inc.|9038752
56589|2320575|GETINGE|9038759
56591|1094018|MARI VISION, INC.|9038764
56603|990318|TECHNOVENT LIMITED|9038802
56605|1934869|HEARING HELP EXPRESS, INC.|9038807
56631|2931427|INTEGRITY MEDICAL DEVICES INC|9038865
56647|2083019|Emsley Pte. Ltd./ Emsley Eyewear Manufacturer|9038911
56648|1089886|INTRAMEDICAL IMAGING LLC.|9038912
56666|2580563|OCEAN EYEWEAR (HONG KONG) LTD.|9038982
56677|3174953|BIOMAT SCIENCES, INC.|9039008
56690|1550046|USA IMPORTS, INC.|9039039
56706|2042259|PRIME DENTAL MANUFACTURING, INC.|9039081
56707|990475|STOLL METALCRAFT, INC.|9039083
56716|1114736|KING ULTRASONIC CO., LTD.|9039108
56727|1871844|Medical Adventures LLC, DBA Virtec Medical|9039140
56759|2074104|RIBBEL INTERNATIONAL LTD.|9039217
56760|1110935|AUGUSTA MEDICAL SYST|9039218
56770|990561|GRANITE MICROSYSTEMS, INC.|9039266
56784|2945188|CONTROL SOLUTIONS, LLC|9039294
56798|3556241|OMRON HEALTHCARE Co., Ltd. Matsusaka Factory|9039325
56803|2584684|LEAN & JONES, INC.|9039339
56807|2633146|Advanced Surgical Concepts Limited|9039366
56821|2958311|KNAB MEDICAL ASSOCIATES, INC.|9039408
56823|2704679|DERRON SURGICAL INSTRUMENTS, INC.|9039410
56833|1129432|MEDONE SURGICAL, INC.|9039435
56837|2906398|HEADSTAR MEDICAL PRODUCTS CO., LTD|9039454
56847|990687|New Road Enterprises / Young|9039483
56848|3236674|CERAGEM INTERNATIONAL, INC.|9039485
56853|1945685|RST-SANEXAS|9039511
56864|2503868|DISNEY THEME PARK MERCHANDISE|9039536
56879|1113427|KWONG TAI GLASSES WHOLESALE CO.|9039581
56880|1132036|HUBEI CROWN HOUSEWARES CO., LTD.|9039585
56887|2917996|FARABLOC DEVELOPMENT CORP.|9039602
56893|2041485|KUSHAN DAIYO INDUSTRIES CO., LTD.|9039618
56904|990778|ARMSTRONG MEDICAL LTD.|9039632
56942|990830|PARADISE MARKETING SERVICES|9039717
56958|2057556|Tracey Technologies|9039773
56962|990860|PREMIER OPTICAL MFY. LTD.|9039778
56969|1870582|MID-CONTINENTAL DENTAL SUPPLY CO., LTD.|9039792
57015|2011058|BONART CO. LTD.|9039893
57018|1111178|SIGMA INSTRUMENTS, I|9039899
57023|2014352|USA DELTA INC|9039907
57026|2926938|Spinal Technology, LLC|9039913
57035|990960|STRATEC MEDIZINTECHNIK GMBH|9039947
57053|4314996|INTERNATIONAL LEISURE PRODUCTS, INC.|9039980
57056|2877806|TERARECON, INC.|9039992
57059|990994|DUSA PHARMACEUTICALS, INC.|9039997
57062|1083316|HAI LABORATORIES, INC.|9040002
57069|2520626|SUNDER BIOMEDICAL TECH. CO., LTD.|9040038
57075|1070372|QUALIGEN, INC.|9040045
57077|1935012|MED-DYNE|9040049
57082|991022|VESTIL MANUFACTURING CORP.|9040057
57090|1621175|FOR YOU, INC.|9040075
57104|2653782|UNITED PLASTIC MOLDERS, INC.|9040116
57119|2665310|DONATELLE|9040147
57145|2915796|VADI MEDICAL TECHNOLOGY CO., LTD.|9040244
57160|1954659|Visage Imaging GmbH|9040273
57161|1954659|Visage Imaging GmbH|9040273
57164|991139|STONE INSTRUMENTS CO.|9040276
57218|1948355|GREATER PACIFIC INDUSTRIES, INC.|9040395
57221|2693778|FUTURE DIAGNOSTICS SOLUTIONS B.V.|9040405
57226|1110718|CORONEO, INC.|9040415
57240|2785886|PANADENT CORP.|9040442
57251|1529387|VEHU MEDICAL INSTRUMENTE GMBH|9040464
57253|2074065|AGAPLASTIC IND. COM. LTDA.|9040469
57254|1945382|RICHTER RUBBER TECHNOLOGY SDN. BHD.|9040471
57255|1092069|MEDENNIUM, INC.|9040473
57261|2654204|MEDICAL MONOFILAMENT MANUFACTURING|9040501
57262|2061440|FORESIGHT OPTICAL, LTD.|9040508
57280|991298|SCT, INC.|9040558
57302|2480746|Medica S.p.A.|9040626
57306|2927944|NBS GROUP SUPPLY- MEDICAL PRODUCTS DIVISION, LLC|9040634
57312|991342|CAC OPTICAL, INC.|9040642
57320|1970514|Edwards Lifesciences LLC|9040666
57321|1970514|Edwards Lifesciences LLC|9040666
57324|1970514|Edwards Lifesciences LLC|9040666
57328|1948022|Grand Medical, Inc.|9040668
57355|3965065|Intelerad Medical Systems Incorporated|9040757
57358|2051850|MACK MOLDING COMPANY|9040779
57359|2075891|Medical Depot Inc dba Drive DeVilbiss Healthcare|9040780
57365|2034012|CRH MEDICAL CORPORATION|9040813
57382|1991755|VISIONARY MEDICAL SUPPLIES, INC.|9040860
57393|2906060|SUPER MASTER DEVELOPING CO., LTD.|9040885
57402|2101673|FOCUS OPHTHALMICS, LLC|9040912
57435|2171888|LINKS MEDICAL PRODUCTS, INC.|9040995
57445|1134202|AUDIO TECHNOLOGIES S.R.L.|9041012
57446|5975843|HYDROCISION, INC.|9041017
57452|1529621|NEILMED PHARMACEUTICALS, INC.|9041036
57456|991545|DERMATEC DIRECT|9041044
57502|2865399|IMAGING DYNAMICS COMPANY LTD.|9041166
57507|1925618|Alpha Biosciences|9041184
57515|2666123|PDT, INC.|9041208
57517|2512741|SHOWA BEST GLOVE, INC.|9041216
57521|1092536|Supertechs, Inc.|9041225
57523|991650|DIGITIMER NORTH AMERICA, LLC.|9041228
57530|2049195|HONG KONG OPTICAL LENS CO., LTD.|9041238
57534|2927616|Zoe Medical, Inc|9041242
57539|2572558|Cam Bioceramics|9041254
57543|1099813|R-DENTAL DENTALERZEU|9041263
57547|1945878|DDC TECHNOLOGIES, INC.|9041276
57558|2788671|Precision Optics Corporation Inc. dba Lighthouse Imaging|9041303
57571|1070731|AIR FORCE LABS Inc.|9041325
57582|3246385|AMERICAN PACIFIC PLASTIC FABRICATORS, INC.|9041350
57595|991743|GH GUNTHER HUETTLIN MANUFACTURING, INC.|9041378
57604|1955398|DERMARITE INDUSTRIES, LLC.|9041393
57611|991765|TITAN IMPLANTS, INC.|9041410
57619|991782|Desco Industries, Inc dba SPECIALTEAM|9041455
57641|2956560|SOOIL DEVELOPMENT CO., LTD.|9041551
57660|2956403|ROMSONS INTERNATIONAL|9041650
57666|991839|AG Industries|9041666
57672|3955377|Medical Technology Industries, Inc.|9041680
57701|1092015|EYE OJO CORP.|9041764
57702|2633198|NARISHIGE INTERNATIONAL USA, INC.|9041765
57703|2633198|NARISHIGE INTERNATIONAL USA, INC.|9041765
57705|1449155|BRAEBON MEDICAL CORP.|9041773
57706|1096302|HUBEI QIANJIANG KINGPHAR MEDICAL MATERIAL CO., LTD|9041777
57727|991924|ELECTRIC|9041842
57734|1953279|INSTRUMENTARIUM SURGICAL CORP., INC.|9041885
57765|991977|ORTHO MEDICAL GMBH IMPLANTS|9041960
57768|2926062|DEMETECH CORP.|9041973
57778|991994|ANGSTROM MFG., INC.|9041999
57784|1930158|PINOPTIK SRL|9042013
57795|1932076|ISOPURE CORP.|9042051
57799|1080755|SOLAR FASHIONS, INC.|9042065
57830|2917101|JAS Diagnostics/Drew Scientific|9042128
57864|1622071|SARL Rene Mandrillon|9042187
57875|2933240|MAXILL INC.|9042210
57876|1912916|GLOBAL-TEC ENTERPRISES, INC.|9042213
57887|2927155|AViTA CORPORATION|9042237
57922|1112172|PHOENIX TEXTILE CORPORATION|9042314
57935|2572300|DARWIN OPTICAL CO., LTD.|9042342
57965|1111142|IT DR. GAMBERT GMBH|9042424
57971|2583787|OPPO MEDICAL, INC.|9042440
57983|2623800|J. STERLING INDUSTRIES LTD.|9042469
57988|992296|MARSON MEDICAL, INC.|9042476
57995|1602625|PRO PAC, INC.|9042488
57999|2084682|Behring Global Educational Foundation  DBA WHEELCHAIR FND|9042493
58000|2055196|Ivy Technology|9042494
58005|1610533|Enterix Inc|9042500
58008|2013116|BLUE CHIP MEDICAL PRODUCTS, INC.|9042507
58067|2002417|AVANTEC VASCULAR CORP.|9042740
58129|3775486|MILLSTONE MEDICAL OUTSOURCING LLC.|9042927
58137|992492|JINSUNG OPTICAL CO.|9042938
58157|2052017|GAMMA MEDIZINISCH WISSENSCHAFTLICHE FORTBILDUNGSGE|9042980
58178|2957535|H/P/COSMOS SPORTS & MEDICAL GMBH|9043040
58192|1087096|NATIONWIDE IMAGING SERVICES, INC.|9043074
58203|1946323|MEDARTIS MEDIZINPRODUKTE UND FORSCHUNG AG|9043094
58205|2918003|WEST COAST TRENDS, INC.|9043096
58211|992595|CHARM EYEWEAR CORP./ MUNDO DE LAS GAFAS/AVC EYEWEAR|9043118
58212|2764114|BLAKE MANUFACTURING, INC.|9043120
58214|2926243|.decimal LLC|9043122
58215|2927623|CD Leycom|9043127
58232|992624|LYRIC OPTICAL COMPANY, INC/SUPER OPTICAL INTERNATIONAL|9043164
58237|992633|ALTOMED LTD.|9043181
58250|992649|LUCKY TEXTILE MILLS LIMITED|9043209
58280|2643693|WING KEUNG OPTICAL MANUFACTURING LTD|9043316
58284|1902288|ARIAS INTERNATIONAL COMPANY, INC.|9043329
58290|1126541|MASTER'S OCCHIALERIA|9043345
58295|2048905|EMD SERONO, INC.|9043374
58318|1084510|MASTER & FRANK ENT. CO., LTD.|9043426
